make,model,vehicleclass,enginesize,cylinders,transmission,fueltype,cityconsumption,hwyconsumption,combconsumption,combmpg,co2emission
Mercedes-Benz,C 350 4Matic,Compact,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,11.9,8.6,10.4,27,239
Mercedes-Benz,C 350 4Matic Coupe,Subcompact,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,12.1,8.7,10.6,27,244
Mercedes-Benz,C 350 Coupe,Subcompact,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,12.1,8.6,10.5,27,242
Mercedes-Benz,C 63 Amg,Compact,6.2,8,Automatic Select Shift 7 Speed,Premium Gasoline,17.7,11.9,15.1,19,347
Mercedes-Benz,C 63 Amg Coupe,Subcompact,6.2,8,Automatic Select Shift 7 Speed,Premium Gasoline,17.9,12.2,15.3,18,352
Mercedes-Benz,Cl 550 4Matic,Compact,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,15.4,10.4,13.2,21,304
Mercedes-Benz,Cl 63 Amg,Compact,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15.4,11,13.4,21,308
Mercedes-Benz,Cla 250,Compact,2,4,Automatic Select Shift 7 Speed,Premium Gasoline,9.1,6.2,7.8,36,179
Mercedes-Benz,Cla 45 Amg 4Matic,Compact,2,4,Automatic Select Shift 7 Speed,Premium Gasoline,10.3,7.8,9.2,31,212
Mercedes-Benz,Cls 550 4Matic,Compact,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,13.3,9.4,11.5,25,264
Mercedes-Benz,Cls 63 Amg 4Matic,Compact,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15.1,10.7,13.1,22,301
Mercedes-Benz,Cls 63 Amg S 4Matic,Compact,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15.1,10.7,13.1,22,301
Mercedes-Benz,E 250 Bluetec 4Matic,Mid Size,2.1,4,Automatic Select Shift 7 Speed,Diesel,8.5,5.7,7.2,39,194
Mercedes-Benz,E 300 4Matic,Mid Size,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,11.8,8.2,10.2,28,235
Mercedes-Benz,E 350 4Matic,Mid Size,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,11.6,8.1,10,28,230
Mercedes-Benz,E 350 4Matic Coupe,Subcompact,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,11.9,8.5,10.4,27,239
Mercedes-Benz,E 350 4Matic Wagon,Station Wagon Mid Size,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,12.1,8.6,10.5,27,242
Mercedes-Benz,E 350 Cabriolet,Subcompact,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,12,8.5,10.4,27,239
Mercedes-Benz,E 350 Coupe,Subcompact,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,11.9,8.2,10.2,28,235
Mercedes-Benz,E 400 Hybrid,Mid Size,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,9.6,7.9,8.8,32,202
Mercedes-Benz,E 550 4Matic,Mid Size,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,13.6,9.1,11.6,24,267
Mercedes-Benz,E 550 Cabriolet,Subcompact,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,13.7,9.3,11.7,24,269
Mercedes-Benz,E 550 Coupe,Subcompact,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,13.4,8.9,11.4,25,262
Mercedes-Benz,E 63 Amg 4Matic,Mid Size,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15,10.3,12.9,22,297
Mercedes-Benz,E 63 Amg 4Matic Wagon,Station Wagon Mid Size,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15.5,11,13.5,21,310
Mercedes-Benz,E 63 Amg S 4Matic,Mid Size,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15,10.3,12.9,22,297
Mercedes-Benz,E 63 Amg S 4Matic Wagon,Station Wagon Mid Size,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15.5,11,13.5,21,310
Mercedes-Benz,G 550,SUV Standard,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,20,15.9,18.2,16,419
Mercedes-Benz,G 63 Amg,SUV Standard,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,19.4,15.7,17.7,16,407
Mercedes-Benz,Gl 350 Bluetec 4Matic,SUV Standard,3,6,Automatic Select Shift 7 Speed,Diesel,13.4,10.2,12,24,324
Mercedes-Benz,Gl 450 4Matic,SUV Standard,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,17.1,12.8,15.2,19,350
Mercedes-Benz,Gl 550 4Matic,SUV Standard,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,17.6,13.1,15.6,18,359
Mercedes-Benz,Gl 63 Amg,SUV Standard,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,17.7,13.4,15.8,18,363
Mercedes-Benz,Glk 250 Bluetec 4Matic,SUV Small,2.1,4,Automatic Select Shift 7 Speed,Diesel,9.6,7.1,8.5,33,230
Mercedes-Benz,Glk 350 4Matic,SUV Small,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,12.6,9.6,11.3,25,260
Mercedes-Benz,Ml 350 4Matic Ffv,SUV Standard,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,13.4,10.5,12.1,23,278
Mercedes-Benz,Ml 350 4Matic Ffv,SUV Standard,3.5,6,Automatic Select Shift 7 Speed,Ethanol E85,17.8,13.8,16,18,256
Mercedes-Benz,Ml 350 Bluetec 4Matic,SUV Standard,3,6,Automatic Select Shift 7 Speed,Diesel,11.8,8.5,10.3,27,278
Mercedes-Benz,Ml 550 4Matic,SUV Standard,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,16.2,11.8,14.2,20,327
Mercedes-Benz,Ml 63 Amg 4Matic,SUV Standard,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,17.2,13.5,15.5,18,356
Mercedes-Benz,S 550 4Matic Lwb,Full Size,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,14.3,9.5,12.1,23,278
Mercedes-Benz,S 550 4Matic Swb,Full Size,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,14.2,9.4,12,24,276
Mercedes-Benz,S 63 Amg 4Matic,Full Size,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,15.6,10.3,13.2,21,304
Mercedes-Benz,Sl 550,Two Seater,4.7,8,Automatic Select Shift 7 Speed,Premium Gasoline,13.4,9.6,11.7,24,269
Mercedes-Benz,Sl 63 Amg,Two Seater,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,14.8,10.2,12.7,22,292
Mercedes-Benz,Sl 65 Amg,Two Seater,6,8,Automatic Select Shift 7 Speed,Premium Gasoline,16.7,11.2,14.2,20,327
Mercedes-Benz,Slk 250,Two Seater,1.8,4,Automatic Select Shift 7 Speed,Premium Gasoline,10.3,7.2,8.9,32,205
Mercedes-Benz,Slk 250,Two Seater,1.8,4,Manual 6 Speed,Premium Gasoline,10.4,7.3,9,31,207
Mercedes-Benz,Slk 350,Two Seater,3.5,6,Automatic Select Shift 7 Speed,Premium Gasoline,11.1,8.1,9.8,29,225
Mercedes-Benz,Slk 55 Amg,Two Seater,5.5,8,Automatic Select Shift 7 Speed,Premium Gasoline,12.3,8.7,10.7,26,246
Mercedes-Benz,Sls Amg Black Series Coupe,Two Seater,6.2,8,Automatic Select Shift 7 Speed,Premium Gasoline,18.7,13.9,16.5,17,380
Mercedes-Benz,Sls Amg Gt Coupe,Two Seater,6.2,8,Automatic Select Shift 7 Speed,Premium Gasoline,18.2,12.6,15.7,18,361
Mercedes-Benz,Sls Amg Roadster,Two Seater,6.2,8,Automatic Select Shift 7 Speed,Premium Gasoline,18.2,12.6,15.7,18,361
Mini,Cooper Clubman,Subcompact,1.6,4,Automatic 6 Speed,Premium Gasoline,8.7,6.6,7.8,36,179
Mini,Cooper Clubman,Subcompact,1.6,4,Manual 6 Speed,Premium Gasoline,8.6,6.8,7.8,36,179
Mini,Cooper Convertible,Minicompact,1.6,4,Automatic 6 Speed,Premium Gasoline,8.7,6.6,7.8,36,179
Mini,Cooper Convertible,Minicompact,1.6,4,Manual 6 Speed,Premium Gasoline,8.6,6.8,7.8,36,179
Mini,Cooper Countryman,Compact,1.6,4,Automatic 6 Speed,Premium Gasoline,9.4,7.9,8.7,32,200
Mini,Cooper Countryman,Compact,1.6,4,Manual 6 Speed,Premium Gasoline,8.6,6.8,7.8,36,179
Mini,Cooper Coupe,Two Seater,1.6,4,Automatic 6 Speed,Premium Gasoline,8.5,6.6,7.6,37,175
Mini,Cooper Coupe,Two Seater,1.6,4,Manual 6 Speed,Premium Gasoline,8,6.4,7.3,39,168
Mini,Cooper Paceman,Compact,1.6,4,Automatic 6 Speed,Premium Gasoline,9.4,7.9,8.7,32,200
Mini,Cooper Paceman,Compact,1.6,4,Manual 6 Speed,Premium Gasoline,8.6,6.8,7.8,36,179
Mini,Cooper Roadster,Two Seater,1.6,4,Automatic 6 Speed,Premium Gasoline,8.7,6.6,7.8,36,179
Mini,Cooper Roadster,Two Seater,1.6,4,Manual 6 Speed,Premium Gasoline,8.6,6.8,7.8,36,179
Mini,Cooper S Clubman,Subcompact,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,Cooper S Clubman,Subcompact,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mini,Cooper S Convertible,Minicompact,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,Cooper S Convertible,Minicompact,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mini,Cooper S Countryman All4,Compact,1.6,4,Automatic 6 Speed,Premium Gasoline,10,7.8,9,31,207
Mini,Cooper S Countryman All4,Compact,1.6,4,Manual 6 Speed,Premium Gasoline,9.3,7.5,8.5,33,196
Mini,Cooper S Coupe,Two Seater,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,Cooper S Coupe,Two Seater,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mini,Cooper S Paceman All4,Compact,1.6,4,Automatic 6 Speed,Premium Gasoline,10,7.8,9,31,207
Mini,Cooper S Paceman All4,Compact,1.6,4,Manual 6 Speed,Premium Gasoline,9.3,7.5,8.5,33,196
Mini,Cooper S Roadster,Two Seater,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,Cooper S Roadster,Two Seater,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mini,John Cooper Works Clubman,Subcompact,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,John Cooper Works Clubman,Subcompact,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mini,John Cooper Works Convertible,Minicompact,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,John Cooper Works Convertible,Minicompact,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mini,John Cooper Works Countryman All4,Compact,1.6,4,Automatic 6 Speed,Premium Gasoline,10,7.8,9,31,207
Mini,John Cooper Works Countryman All4,Compact,1.6,4,Manual 6 Speed,Premium Gasoline,9.3,7.5,8.5,33,196
Mini,John Cooper Works Coupe,Two Seater,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,John Cooper Works Coupe,Two Seater,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mini,John Cooper Works Paceman All4,Compact,1.6,4,Automatic 6 Speed,Premium Gasoline,10,7.8,9,31,207
Mini,John Cooper Works Paceman All4,Compact,1.6,4,Manual 6 Speed,Premium Gasoline,9.3,7.5,8.5,33,196
Mini,John Cooper Works Roadster,Two Seater,1.6,4,Automatic 6 Speed,Premium Gasoline,9.3,7,8.3,34,191
Mini,John Cooper Works Roadster,Two Seater,1.6,4,Manual 6 Speed,Premium Gasoline,9.1,6.7,8,35,184
Mitsubishi,Lancer,Compact,2,4,Continuously Variable 6 Speed,Regular Gasoline,9.2,7,8.2,34,189
Mitsubishi,Lancer,Compact,2,4,Manual 5 Speed,Regular Gasoline,9.6,6.8,8.3,34,191
Mitsubishi,Lancer Awd,Compact,2.4,4,Continuously Variable 6 Speed,Regular Gasoline,10.5,8.2,9.5,30,218
Mitsubishi,Lancer Evolution,Compact,2,4,Automated Manual 6 Speed,Premium Gasoline,14.2,10.5,12.5,23,288
Mitsubishi,Lancer Evolution,Compact,2,4,Manual 5 Speed,Premium Gasoline,14,10.3,12.3,23,283
Mitsubishi,Lancer Ralliart,Compact,2,4,Automated Manual 6 Speed,Premium Gasoline,13.4,9.4,11.6,24,267
Mitsubishi,Lancer Sportback,Station Wagon Small,2,4,Continuously Variable 6 Speed,Regular Gasoline,9.6,7.3,8.6,33,198
Mitsubishi,Lancer Sportback,Station Wagon Small,2,4,Manual 5 Speed,Regular Gasoline,9.8,7.1,8.6,33,198
Mitsubishi,Mirage,Compact,1.2,3,Continuously Variable,Regular Gasoline,6.4,5.4,6,47,138
Mitsubishi,Mirage,Compact,1.2,3,Manual 5 Speed,Regular Gasoline,7,5.6,6.4,44,147
Mitsubishi,Outlander,SUV Small,2.4,4,Continuously Variable 6 Speed,Regular Gasoline,9.5,7.5,8.6,33,198
Mitsubishi,Outlander 4Wd,SUV Small,2.4,4,Continuously Variable 6 Speed,Regular Gasoline,9.9,8.1,9.1,31,209
Mitsubishi,Outlander 4Wd,SUV Small,3,6,Automatic Select Shift 6 Speed,Premium Gasoline,11.5,8.5,10.2,28,235
Mitsubishi,Rvr,SUV Small,2,4,Continuously Variable 6 Speed,Regular Gasoline,9.6,7.6,8.7,32,200
Mitsubishi,Rvr,SUV Small,2,4,Manual 5 Speed,Regular Gasoline,9.9,7.5,8.8,32,202
Mitsubishi,Rvr 4Wd,SUV Small,2,4,Continuously Variable 6 Speed,Regular Gasoline,9.8,8,9,31,207
Nissan,370Z,Two Seater,3.7,6,Automatic Select Shift 7 Speed,Premium Gasoline,12.6,9.1,11,26,253
Nissan,370Z,Two Seater,3.7,6,Manual 6 Speed,Premium Gasoline,13.3,9.3,11.5,25,264
Nissan,370Z Roadster,Two Seater,3.7,6,Automatic Select Shift 7 Speed,Premium Gasoline,13,9.5,11.4,25,262
Nissan,370Z Roadster,Two Seater,3.7,6,Manual 6 Speed,Premium Gasoline,13.5,9.6,11.7,24,269
Nissan,Altima,Mid Size,2.5,4,Continuously Variable,Regular Gasoline,8.7,6.2,7.6,37,175
Nissan,Altima,Mid Size,3.5,6,Continuously Variable,Regular Gasoline,10.8,7.4,9.3,30,214
Nissan,Armada 4Wd,SUV Standard,5.6,8,Automatic 5 Speed,Regular Gasoline,19.1,13.4,16.5,17,380
Nissan,Frontier,Pickup Truck Small,2.5,4,Automatic 5 Speed,Regular Gasoline,13.7,10.6,12.3,23,283
Nissan,Frontier,Pickup Truck Small,2.5,4,Manual 5 Speed,Regular Gasoline,12.2,10.2,11.3,25,260
Nissan,Frontier,Pickup Truck Small,4,6,Automatic 5 Speed,Regular Gasoline,14.7,10.2,12.7,22,292
Nissan,Frontier 4Wd,Pickup Truck Small,4,6,Automatic 5 Speed,Regular Gasoline,15.7,11.2,13.7,21,315
Nissan,Frontier 4Wd,Pickup Truck Small,4,6,Manual 6 Speed,Regular Gasoline,14.8,11,13.1,22,301
Nissan,Gt-R,Subcompact,3.8,6,Automated Manual 6 Speed,Premium Gasoline,14.5,10.9,12.9,22,297
Nissan,Juke,Station Wagon Small,1.6,4,Continuously Variable,Premium Gasoline,8.7,7.3,8.1,35,186
Nissan,Juke,Station Wagon Small,1.6,4,Manual 6 Speed,Premium Gasoline,9.5,7.6,8.6,33,198
Nissan,Juke Awd,Station Wagon Small,1.6,4,Continuously Variable,Premium Gasoline,9.3,7.9,8.7,32,200
Nissan,Maxima,Mid Size,3.5,6,Continuously Variable,Premium Gasoline,12.3,9.1,10.9,26,251
Nissan,Murano Awd,SUV Small,3.5,6,Continuously Variable,Regular Gasoline,13.2,10.1,11.8,24,271
Nissan,Nv200 Cargo Van,Special Purpose Vehicle,2,4,Continuously Variable,Regular Gasoline,10,8.5,9.3,30,214
Nissan,Pathfinder,SUV Small,3.5,6,Continuously Variable,Regular Gasoline,12,8.9,10.6,27,244
Nissan,Pathfinder 4Wd,SUV Small,3.5,6,Continuously Variable,Regular Gasoline,12.3,9.3,11,26,253
Nissan,Pathfinder Hybrid 4Wd,SUV Standard,2.5,4,Continuously Variable,Regular Gasoline,9.1,8.5,8.8,32,202
Nissan,Quest,Minivan,3.5,6,Continuously Variable,Regular Gasoline,12.5,9.5,11.1,25,255
Nissan,Rogue,SUV Small,2.5,4,Continuously Variable,Regular Gasoline,9.2,7.2,8.3,34,191
Nissan,Rogue Awd,SUV Small,2.5,4,Continuously Variable,Regular Gasoline,9.5,7.4,8.6,33,198
Nissan,Sentra,Mid Size,1.8,4,Continuously Variable,Regular Gasoline,7.8,6,7,40,161
Nissan,Sentra,Mid Size,1.8,4,Manual 6 Speed,Regular Gasoline,8.7,6.6,7.8,36,179
Nissan,Titan,Pickup Truck Standard,5.6,8,Automatic 5 Speed,Regular Gasoline,17.9,12.8,15.6,18,359
Nissan,Titan 4Wd,Pickup Truck Standard,5.6,8,Automatic 5 Speed,Regular Gasoline,19.7,14.3,17.3,16,398
Nissan,Versa,Compact,1.6,4,Continuously Variable,Regular Gasoline,7.2,5.8,6.6,43,152
Nissan,Versa,Compact,1.6,4,Manual 5 Speed,Regular Gasoline,8.6,6.5,7.7,37,177
Nissan,Xterra 4Wd,SUV Small,4,6,Automatic 5 Speed,Regular Gasoline,16.1,11.9,14.2,20,327
Nissan,Xterra 4Wd,SUV Small,4,6,Manual 6 Speed,Regular Gasoline,15.2,11.9,13.7,21,315
Porsche,911 Carrera,Minicompact,3.4,6,Automated Manual 7 Speed,Premium Gasoline,11.6,8.3,10.1,28,232
Porsche,911 Carrera,Minicompact,3.4,6,Manual 7 Speed,Premium Gasoline,12.5,8.6,10.7,26,246
Porsche,911 Carrera 4,Minicompact,3.4,6,Automated Manual 7 Speed,Premium Gasoline,11.8,8.5,10.3,27,237
Porsche,911 Carrera 4,Minicompact,3.4,6,Manual 7 Speed,Premium Gasoline,12.4,8.6,10.7,26,246
Porsche,911 Carrera 4 Cabriolet,Minicompact,3.4,6,Automated Manual 7 Speed,Premium Gasoline,12,8.7,10.5,27,242
Porsche,911 Carrera 4 Cabriolet,Minicompact,3.4,6,Manual 7 Speed,Premium Gasoline,12.6,9,11,26,253
Porsche,911 Carrera 4S,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,12.3,8.9,10.8,26,248
Porsche,911 Carrera 4S,Minicompact,3.8,6,Manual 7 Speed,Premium Gasoline,12.8,8.9,11,26,253
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,12.7,9,11,26,253
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.8,6,Manual 7 Speed,Premium Gasoline,12.9,9.1,11.2,25,258
Porsche,911 Carrera Cabriolet,Minicompact,3.4,6,Automated Manual 7 Speed,Premium Gasoline,11.6,8.3,10.1,28,232
Porsche,911 Carrera Cabriolet,Minicompact,3.4,6,Manual 7 Speed,Premium Gasoline,12.4,8.6,10.7,26,246
Porsche,911 Carrera S,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,12.1,8.7,10.6,27,244
Porsche,911 Carrera S,Minicompact,3.8,6,Manual 7 Speed,Premium Gasoline,12.6,8.6,10.8,26,248
Porsche,911 Carrera S Cabriolet,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,12.4,8.7,10.7,26,246
Porsche,911 Carrera S Cabriolet,Minicompact,3.8,6,Manual 7 Speed,Premium Gasoline,12.6,8.8,10.9,26,251
Porsche,911 Gt3,Two Seater,3.8,6,Automated Manual 7 Speed,Premium Gasoline,16,11.5,14,20,322
Porsche,911 Turbo,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,13.7,9.6,11.9,24,274
Porsche,911 Turbo Cabriolet,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,13.7,9.6,11.9,24,274
Porsche,911 Turbo S,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,13.7,9.6,11.9,24,274
Porsche,911 Turbo S Cabriolet,Minicompact,3.8,6,Automated Manual 7 Speed,Premium Gasoline,13.7,9.6,11.9,24,274
Porsche,Boxster,Two Seater,2.7,6,Automated Manual 7 Speed,Premium Gasoline,10.7,7.4,9.2,31,212
Porsche,Boxster,Two Seater,2.7,6,Manual 6 Speed,Premium Gasoline,11.5,7.9,9.9,29,228
Porsche,Boxster S,Two Seater,3.4,6,Automated Manual 7 Speed,Premium Gasoline,11.3,7.9,9.8,29,225
Porsche,Boxster S,Two Seater,3.4,6,Manual 6 Speed,Premium Gasoline,11.9,8.6,10.4,27,239
Porsche,Cayenne,SUV Standard,3.6,6,Automatic 8 Speed,Premium Gasoline,14.1,10.2,12.4,23,290
Porsche,Cayenne,SUV Standard,3.6,6,Manual 6 Speed,Premium Gasoline,15.8,10.9,13.6,21,313
Porsche,Cayenne Diesel (Modified),SUV Standard,3,6,Automatic 8 Speed,Diesel,11.8,8.1,10.2,28,277
Porsche,Cayenne Gts,SUV Standard,4.8,8,Automatic 8 Speed,Premium Gasoline,16.7,11.5,14.4,20,338
Porsche,Cayenne S,SUV Standard,4.8,8,Automatic 8 Speed,Premium Gasoline,15.5,10.7,13.2,21,310
Porsche,Cayenne S Hybrid,SUV Standard,3,6,Automatic 8 Speed,Premium Gasoline,11.8,9.9,10.9,26,251
Porsche,Cayenne Turbo,SUV Standard,4.8,8,Automatic 8 Speed,Premium Gasoline,16.3,11,13.9,20,326
Porsche,Cayenne Turbo S,SUV Standard,4.8,8,Automatic 8 Speed,Premium Gasoline,18,11.9,15.2,19,358
Porsche,Cayman,Two Seater,2.7,6,Automated Manual 7 Speed,Premium Gasoline,10.7,7.4,9.2,31,212
Porsche,Cayman,Two Seater,2.7,6,Manual 6 Speed,Premium Gasoline,11.5,7.9,9.9,29,228
Porsche,Cayman S,Two Seater,3.4,6,Automated Manual 7 Speed,Premium Gasoline,11.3,7.9,9.8,29,225
Porsche,Cayman S,Two Seater,3.4,6,Manual 6 Speed,Premium Gasoline,11.9,8.6,10.4,27,239
Porsche,Panamera,Full Size,3.6,6,Automated Manual 7 Speed,Premium Gasoline,12.9,8.4,10.9,26,251
Porsche,Panamera 4,Full Size,3.6,6,Automated Manual 7 Speed,Premium Gasoline,13.1,8.7,11.1,25,255
Porsche,Panamera 4S,Full Size,3,6,Automated Manual 7 Speed,Premium Gasoline,13.4,8.8,11.3,25,260
Porsche,Panamera 4S Executive,Full Size,3,6,Automated Manual 7 Speed,Premium Gasoline,13.7,8.9,11.5,25,264
Porsche,Panamera Gts,Full Size,4.8,8,Automated Manual 7 Speed,Premium Gasoline,15.1,9.7,12.7,22,292
Porsche,Panamera S,Full Size,3,6,Automated Manual 7 Speed,Premium Gasoline,13.4,8.8,11.3,25,260
Porsche,Panamera Turbo,Full Size,4.8,8,Automated Manual 7 Speed,Premium Gasoline,15.3,9.7,12.8,22,294
Porsche,Panamera Turbo Executive,Full Size,4.8,8,Automated Manual 7 Speed,Premium Gasoline,15.4,9.8,12.9,22,297
Ram,1500 (Mds),Pickup Truck Standard,5.7,8,Automatic 6 Speed,Regular Gasoline,17.1,12,14.8,19,340
Ram,1500 (Mds),Pickup Truck Standard,5.7,8,Automatic 8 Speed,Regular Gasoline,15.8,10.9,13.6,21,313
Ram,1500 4X4 (Mds),Pickup Truck Standard,5.7,8,Automatic 6 Speed,Regular Gasoline,17.6,12.7,15.4,18,354
Ram,1500 4X4 (Mds),Pickup Truck Standard,5.7,8,Automatic 8 Speed,Regular Gasoline,16.3,11.5,14.1,20,324
Ram,1500 4X4 Diesel,Pickup Truck Standard,3,6,Automatic 8 Speed,Diesel,12.1,8.8,10.6,27,286
Ram,1500 4X4 Ffv,Pickup Truck Standard,3.6,6,Automatic 8 Speed,Regular Gasoline,14.6,10.1,12.6,22,290
Ram,1500 4X4 Ffv,Pickup Truck Standard,3.6,6,Automatic 8 Speed,Ethanol E85,20.5,14.5,17.8,16,285
Ram,1500 Diesel,Pickup Truck Standard,3,6,Automatic 8 Speed,Diesel,11.6,8.4,10.2,28,275
Ram,1500 Ffv,Pickup Truck Standard,3.6,6,Automatic 8 Speed,Regular Gasoline,13.9,9.5,11.9,24,274
Ram,1500 Ffv,Pickup Truck Standard,3.6,6,Automatic 8 Speed,Ethanol E85,19.4,13.6,16.8,17,269
Ram,1500 Hfe,Pickup Truck Standard,3.6,6,Automatic 8 Speed,Regular Gasoline,12.9,9.3,11.3,25,260
Ram,Cargo Van Ffv,Minivan,3.6,6,Automatic 6 Speed,Regular Gasoline,13.3,9.1,11.4,25,262
Ram,Cargo Van Ffv,Minivan,3.6,6,Automatic 6 Speed,Ethanol E85,18.6,12.7,15.9,18,254
Rolls-Royce,Ghost,Full Size,6.6,12,Automatic 8 Speed,Premium Gasoline,19.1,12.3,16,18,368
Rolls-Royce,Ghost Ewb,Full Size,6.6,12,Automatic 8 Speed,Premium Gasoline,19.1,12.3,16,18,368
Rolls-Royce,Phantom,Full Size,6.7,12,Automatic 8 Speed,Premium Gasoline,20.7,12.8,17.1,17,393
Rolls-Royce,Phantom Coupe,Compact,6.7,12,Automatic 8 Speed,Premium Gasoline,20.7,12.8,17.1,17,393
Rolls-Royce,Phantom Drophead Coupe,Compact,6.7,12,Automatic 8 Speed,Premium Gasoline,20.7,12.7,17.1,17,393
Rolls-Royce,Phantom Ewb,Full Size,6.7,12,Automatic 8 Speed,Premium Gasoline,20.7,12.7,17.1,17,393
Rolls-Royce,Wraith,Mid Size,6.6,12,Automatic 8 Speed,Premium Gasoline,18.7,11.8,15.6,18,359
Scion,Fr-S,Minicompact,2,4,Automatic Select Shift 6 Speed,Premium Gasoline,9.6,7,8.4,34,193
Scion,Fr-S,Minicompact,2,4,Manual 6 Speed,Premium Gasoline,10.9,7.8,9.5,30,218
Scion,Iq,Minicompact,1.3,4,Continuously Variable,Regular Gasoline,6.6,5.7,6.2,46,143
Scion,Tc,Compact,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.2,7.5,9,31,207
Scion,Tc,Compact,2.5,4,Manual 6 Speed,Regular Gasoline,10.2,7.6,9,31,207
Scion,Xb,Station Wagon Small,2.4,4,Automatic Select Shift 4 Speed,Regular Gasoline,10.9,8.6,9.9,29,228
Scion,Xb,Station Wagon Small,2.4,4,Manual 5 Speed,Regular Gasoline,10.9,8.6,9.9,29,228
Scion,Xd,Subcompact,1.8,4,Automatic 4 Speed,Regular Gasoline,8.8,7.1,8,35,184
Scion,Xd,Subcompact,1.8,4,Manual 5 Speed,Regular Gasoline,8.6,7.1,7.9,36,182
Smart,Fortwo Cabriolet,Two Seater,1,3,Automated Manual 5 Speed,Premium Gasoline,6.9,5.7,6.4,44,147
Smart,Fortwo Coupe,Two Seater,1,3,Automated Manual 5 Speed,Premium Gasoline,6.9,5.7,6.4,44,147
Srt,Viper Coupe,Two Seater,8.4,10,Manual 6 Speed,Premium Gasoline,20,13,16.9,17,389
Srt,Viper Gts Coupe,Two Seater,8.4,10,Manual 6 Speed,Premium Gasoline,20,13,16.9,17,389
Subaru,Brz,Minicompact,2,4,Automatic Select Shift 6 Speed,Premium Gasoline,9.6,7.1,8.5,33,196
